"rownum"	"y"	"x1"	"x2"	"x3"	"x4"	"x5"	"x6"
1943	1	0.758263	1.263621	0.879135	1.517371	-0.537399	0
1944	0	0.70397	0.342377	0.581674	2.634535	-2.248304	1
1945	1	1.683225	0.798329	1.876166	3.313366	-2.581671	0
1946	0	2.856236	1.062526	1.425763	2.002162	-1.740905	0
1947	0	1.298018	0.719793	0.948034	1.910049	-1.438045	0
1948	1	0.905495	-0.582718	2.031277	0.998284	-2.122775	0
1949	0	1.514223	0.196671	1.53137	1.435609	-1.91976	1
1950	1	-0.000381	3.655141	2.387805	1.410508	-1.042096	1
1951	1	0.606059	1.184787	-0.05568	1.14249	-1.479193	0
1952	0	1.74403	1.325552	0.28919	2.251561	-3.273949	1
1953	1	-0.182427	1.466839	0.775793	1.853255	-1.713762	0
1954	0	1.459044	0.78458	0.625774	2.94268	-2.653281	1
1955	0	1.17173	1.297266	1.065815	0.917341	-0.720845	0
1956	0	1.768023	1.504275	2.34871	1.592868	-2.176923	0
1957	1	1.431356	1.535856	2.310243	1.827047	-1.642932	1
1958	0	0.842907	-0.825394	-0.507449	1.8398	-2.360943	1
1959	0	1.208739	-0.598395	1.022142	2.444099	-2.281463	0
1960	0	1.058144	0.719282	1.357552	2.50434	-2.700724	1
1961	0	0.960556	1.326981	1.284749	3.249341	-3.427172	0
1962	1	1.70589	2.337156	2.449556	1.515172	-3.010192	1
1963	1	1.830923	-0.088637	-0.08316	1.91223	-2.822085	0
1964	0	1.561021	1.007436	1.829989	2.641991	-3.810216	1
1965	1	0.096038	0.979416	1.331731	3.281261	-3.294766	1
1966	0	0.755611	0.062953	1.619457	1.82896	-1.75157	0
1967	0	1.264808	0.286654	1.301076	1.917998	-1.266904	1
1968	1	0.791432	1.256946	1.556562	2.622993	-0.422292	0
1969	1	0.840594	-0.414241	1.061472	2.341115	-1.84395	0
1970	1	2.913249	1.617298	1.364248	2.139041	-1.636795	1
1971	1	0.613901	0.671113	1.518311	2.39035	-1.528225	1
1972	1	0.286894	1.654559	2.664553	1.553331	-1.964689	0
1973	0	-0.62092	2.376597	0.128951	3.626308	-3.102329	1
1974	0	1.910766	0.576245	2.068754	1.762498	-1.497405	0
1975	1	1.976716	1.238402	1.820345	3.099599	-1.477138	1
1976	0	0.078969	1.037112	1.012002	2.771679	-2.251476	1
1977	0	0.046143	1.195839	1.454583	1.59163	-2.419117	1
1978	0	1.986467	1.301148	2.108614	0.721935	-2.498837	0
1979	1	-0.464761	-0.85421	1.396524	2.14649	-1.556805	1
1980	0	1.477158	0.108932	1.910554	2.755617	-3.118783	1
1981	0	1.81386	0.975072	-0.863817	1.654961	-1.511296	1
1982	1	0.676293	0.308196	1.725052	1.639657	-1.201853	1
1983	1	1.177361	1.347803	0.522079	0.873691	-1.202179	0
1984	0	1.764476	1.708437	2.750412	2.516599	-1.145456	0
1985	1	0.686291	1.778349	2.913278	1.398663	-2.191534	0
1986	0	0.027333	-0.063433	1.614769	2.415953	-1.788665	1
1987	0	2.090954	1.950193	0.64099	0.671475	-3.75454	1
1988	0	1.209858	1.371919	0.498736	1.828538	-0.964675	0
1989	1	-0.089362	0.78202	3.099652	2.324055	-2.422069	0
1990	0	0.00047	-0.025087	1.305218	0.712297	-1.337732	1
1991	0	0.932961	2.164663	0.669799	0.469571	-1.351803	0
1992	0	1.721742	0.942346	0.238061	1.029619	-2.366626	1
1993	1	-0.44934	0.681575	1.749085	0.639631	-0.105103	1
1994	0	2.832957	1.949266	0.937529	2.065539	-1.885574	0
1995	0	1.877512	0.981197	3.479409	0.932394	-1.426279	0
1996	0	-1.039876	1.111123	1.31275	2.61483	-1.673117	0
1997	1	0.344804	0.449129	1.589748	3.238618	-2.002913	0
1998	1	1.869017	0.473481	-0.323356	2.022029	-4.1465	0
1999	1	0.570477	1.578868	1.777556	3.760465	-1.031949	0
2000	1	0.538589	0.003889	0.050614	2.998621	-2.893049	0
2001	0	0.14257	1.880464	0.334111	3.358307	-3.498346	0
2002	1	0.921777	2.12643	1.329777	-0.599207	-2.267496	1
2003	1	0.54651	1.432534	1.962537	2.380424	-2.373657	1
2004	0	0.987368	0.495594	0.383105	2.537349	-2.030233	1
2005	1	1.629235	0.445629	1.403008	1.546633	-1.274879	0
2006	0	0.709176	1.610691	1.389574	2.085832	-1.114781	1
2007	0	0.395894	1.19845	1.918783	2.268973	-3.862428	1
2008	1	1.719877	1.956823	1.935382	2.860674	-0.922331	0
2009	1	1.003089	1.278684	3.437603	1.767211	-0.321605	0
2010	1	2.76901	0.769719	0.517966	2.341001	-0.794614	1
2011	0	1.011978	1.568214	2.418728	-0.221526	-0.986792	1
2012	0	0.974182	0.180034	-0.586043	2.252575	-2.227189	0
2013	0	0.730801	0.621473	0.262467	0.830193	-2.163507	1
2014	0	1.006876	1.350997	1.568292	3.086102	-2.118055	1
2015	0	1.463033	0.616531	1.764457	3.672875	-1.165674	1
2016	0	0.60818	0.240621	2.24061	4.0383	-3.900416	0
2017	0	0.441277	1.549214	1.749441	2.412094	-1.965541	1
2018	1	2.09792	1.837512	1.644308	-0.56259	-3.456972	1
2019	0	0.859723	0.29475	0.064819	1.485545	-3.000239	1
2020	1	0.509714	-0.139884	0.954419	2.150973	-0.955247	1
2021	0	-0.790611	0.300245	-0.106202	2.10511	-3.772682	0
2022	0	1.568995	-0.092179	-0.253727	2.549853	-3.018625	0
2023	0	0.220855	1.645945	1.679075	2.192753	-2.218386	0
2024	1	0.693657	0.178475	1.617824	2.529259	-4.283258	0
2025	1	1.656706	1.178435	1.987982	3.260723	-1.27559	1
2026	0	1.018625	1.850102	0.365841	1.348976	-2.034118	0
2027	1	0.658305	-0.922746	0.349794	1.942073	-1.724366	1
2028	0	1.192146	0.381064	1.834975	1.749635	-3.250031	0
2029	0	0.496471	0.809978	2.038565	2.450177	-2.7598	1
2030	0	0.049804	0.971085	1.950846	2.684599	-1.808027	1
2031	0	1.091929	0.589352	0.940373	1.233249	-3.196305	1
2032	1	0.808256	2.364841	1.230725	1.517114	-2.195738	1
2033	0	0.945767	1.686641	-0.715421	3.651989	-2.58564	1
2034	0	0.796242	-0.553055	1.09781	2.96489	-1.067811	1
2035	1	-1.643236	1.275686	0.566183	3.33577	-3.228068	1
2036	0	2.389	0.680591	1.389091	1.62267	-0.696449	1
2037	0	2.570073	1.732507	1.431623	2.684529	-1.93363	0
2038	1	2.193762	1.156913	0.97076	1.936631	-1.753966	1
2039	1	-0.862847	-0.296404	1.421451	1.913932	-1.611172	0
2040	1	1.622518	2.718086	1.400457	2.403664	-3.560487	1
2041	0	1.288254	1.107237	0.653108	2.658854	-3.105321	1
2042	1	0.642908	1.061253	2.342292	2.431441	-2.851474	0
2043	0	0.472438	0.413769	-0.126313	2.686162	-1.837048	1
2044	1	0.866232	1.653727	1.517076	2.972939	-2.790007	0
2045	1	0.806099	0.48351	1.637227	1.888769	-2.926094	1
2046	0	1.843592	0.345992	2.566484	3.208005	-2.035879	0
2047	0	0.086194	0.685105	1.675003	2.020864	-2.435721	1
2048	0	1.357182	0.63317	-0.160844	0.804154	-3.514071	1
2049	1	1.102351	1.313391	1.454539	2.954481	-1.475361	0
2050	0	0.829304	0.839296	0.255861	1.648264	-1.069684	0
2051	0	1.451546	1.521001	0.405262	2.773849	-2.40589	1
2052	0	0.688545	1.104254	0.239707	2.416157	-2.528653	1
2053	1	-0.004621	1.552517	2.69741	1.926166	-1.449115	0
2054	1	3.09974	0.94539	1.177869	2.277259	-0.59819	1
2055	0	0.462177	2.076431	0.35788	0.717722	-3.453848	0
2056	0	0.36864	2.644712	0.884032	3.490558	-3.444966	0
2057	0	2.213723	0.190902	2.215599	-0.271717	-0.832204	0
2058	1	0.928292	1.786096	2.069207	0.528329	-1.286164	0
2059	1	1.242472	0.014279	1.321982	1.710366	-3.104065	0
2060	1	0.667581	1.350048	1.267642	1.35408	-1.393125	0
2061	0	0.345241	0.844154	0.192371	2.047565	-1.933354	0
2062	1	1.203864	2.450021	1.995678	1.283843	-2.109376	0
2063	0	0.993968	-0.3554	1.576961	2.837953	-0.88636	0
2064	1	-0.525761	2.62789	-0.070382	2.580178	-2.641334	0
2065	1	1.733168	0.647975	2.602108	3.584432	-1.662019	1
2066	1	1.351868	0.643036	2.017054	2.654292	-2.817544	0
2067	0	1.661948	1.637258	0.573385	2.227477	-3.086159	0
2068	0	0.579023	0.534665	2.095843	3.175574	-3.20519	0
2069	1	0.666703	1.583276	0.97893	3.436637	-2.092738	1
2070	0	0.669359	1.794282	2.319042	2.626863	-3.109579	0
2071	1	1.233951	0.523406	1.809549	2.839094	-3.196218	0
2072	0	1.892934	1.655958	0.381614	2.491214	-0.391315	1
2073	0	1.506596	0.641322	2.050336	2.168669	-1.929244	0
2074	1	-0.214057	0.809909	0.89449	2.12875	-2.15969	1
2075	0	1.502882	0.399258	0.843071	2.906419	-3.457415	0
2076	0	-0.551613	0.567349	1.248188	2.19756	-3.324749	0
2077	1	1.093825	1.713355	0.265816	2.192956	-4.165225	0
2078	1	1.156605	1.708972	1.586361	0.814116	-1.928059	0
2079	0	1.952861	1.531839	2.060003	1.263562	-2.528467	1
2080	1	1.488866	1.244625	1.64037	2.23649	-0.695631	0
2081	0	-0.434492	1.131023	0.41853	2.427992	-2.439578	0
2082	1	1.987063	0.196996	1.312075	0.853121	-3.417889	1
2083	1	1.377292	0.185956	1.76328	1.458568	-1.706251	0
2084	1	0.380837	0.607311	-0.066471	0.524948	0.08597	1
2085	1	1.534222	1.362444	0.326783	3.943216	0.409083	1
2086	0	0.638178	0.732351	0.941413	2.667895	0.139603	1
2087	1	0.155165	1.076181	1.06014	2.447098	-2.887699	0
2088	1	2.740097	0.692481	0.411484	1.709265	-2.211139	0
2089	0	0.753449	0.056757	1.354004	1.520852	-1.994078	0
2090	1	0.171743	0.978268	0.514045	-0.147298	-1.699277	1
2091	1	0.349956	3.04564	0.387739	1.581436	-2.559143	1
2092	0	1.212674	0.598678	2.635132	1.57856	-1.094293	1
2093	0	0.729376	0.460022	1.815671	2.822365	-1.410054	0
2094	0	1.56359	0.035098	-0.130891	1.432229	-2.879951	1
2095	1	0.660649	-0.053527	-0.52707	1.168235	-2.150213	1
2096	0	0.97065	1.062036	-0.078839	2.785139	-3.641571	1
2097	1	1.32344	1.312807	1.050696	2.894728	-1.535396	1
2098	0	-0.21169	1.622863	1.686223	2.979924	-2.019665	1
2099	1	2.3991	1.777381	2.337403	2.290847	-1.789993	0
2100	0	0.874122	1.598042	1.520979	3.188069	-3.081871	1
2101	1	1.019792	-0.076431	0.325081	1.746718	-1.248314	1
2102	0	1.727021	2.107765	1.954175	2.213483	-0.770274	1
2103	0	1.870764	1.444443	0.766812	2.054059	-0.652033	0
2104	0	2.404833	1.428143	0.71056	2.324724	-1.302365	1
2105	0	1.182021	0.490686	-0.206902	3.054755	-2.462245	1
2106	0	1.298407	0.268802	1.593552	3.198789	-2.813307	1
2107	0	2.218518	0.595536	0.838908	1.814761	-2.047311	0
2108	0	1.298162	3.173921	1.560514	1.356149	-1.106401	1
2109	0	0.920945	0.495108	2.867198	1.552474	-2.083538	0
2110	0	2.363932	1.235596	0.323707	1.199138	-2.412803	1
2111	1	-0.583279	1.584009	0.713953	1.77602	-1.536862	0
2112	1	1.72406	0.347492	1.408754	3.642558	-1.211099	1
2113	1	0.790582	3.138916	1.62341	2.489041	-3.223713	1
2114	1	1.103472	0.81556	0.58234	1.867244	-2.292134	0
2115	0	0.092094	1.979522	1.123313	2.812829	-3.018159	1
2116	0	1.767383	2.892605	1.975908	2.137219	-2.427519	0
2117	1	1.724344	2.215966	0.411743	5.125302	-1.539311	0
2118	0	0.099932	0.255107	-0.065305	2.203643	-1.540994	1
2119	0	1.154741	2.397215	0.845819	1.061734	-2.986982	1
2120	0	1.561637	1.359196	-2.118671	0.089478	-1.730275	0
2121	0	1.254723	0.679924	2.103408	1.913033	-1.689347	0
2122	0	1.04181	0.581647	0.631874	1.824606	-1.237762	0
2123	1	0.41021	0.411251	0.729766	3.263408	-2.170173	1
2124	0	0.598405	2.255011	1.796074	2.648573	-0.026453	1
2125	0	1.659498	2.783174	1.687545	2.492152	-4.568482	1
2126	0	1.059646	1.257996	1.786473	1.485593	-3.640479	0
2127	0	0.743863	1.484707	2.951235	2.256088	-1.968721	0
2128	0	2.442889	0.771287	-0.820719	2.574242	-1.223848	0
2129	0	0.922684	0.971237	1.159972	2.950706	-3.014496	0
2130	0	0.951977	-0.268571	1.382403	1.943602	-1.161783	1
2131	1	0.057368	3.458552	0.402842	3.97525	-1.958272	1
2132	1	0.616262	0.324892	1.250476	3.071226	-0.916219	0
2133	0	1.846698	0.595504	0.843955	2.142391	-2.606303	0
2134	0	1.389373	1.016575	0.963754	3.505635	-1.29303	1
2135	0	1.436677	1.778137	-0.354095	4.01674	-2.305607	0
2136	0	1.90341	0.808414	0.470333	0.846582	-1.01754	0
2137	1	2.610175	0.753946	2.682181	1.132065	-3.096593	1
2138	1	0.876995	1.814442	1.598483	2.633386	-1.498587	1
2139	1	-0.992376	-1.4188	1.596154	4.406292	-2.321615	0
2140	0	0.914074	2.861739	0.697723	2.942325	-4.075462	0
2141	0	0.897168	1.032659	1.733418	1.457152	-1.560651	0
2142	1	0.432541	0.96768	1.148191	2.779612	-2.108075	1
2143	0	0.673487	-0.937442	0.577208	1.817656	-0.555775	1
2144	0	0.632657	1.198425	0.537939	1.316399	-1.932062	1
2145	0	-0.399173	1.00033	0.709167	1.148189	-1.550559	0
2146	0	0.167352	0.896384	-0.133355	0.848476	-1.697633	0
2147	1	1.174864	1.641603	1.640679	2.483341	0.185315	0
2148	0	1.154882	0.928185	1.647092	2.881592	-2.682659	1
2149	0	1.341829	1.533428	2.857119	1.600124	-2.469882	1
2150	0	-0.270755	-0.028555	1.252862	4.692276	-1.978781	0
2151	0	0.348889	1.421138	2.050392	1.440538	-0.95373	1
2152	1	2.272583	1.771225	1.791766	1.898048	-2.057634	0
2153	1	0.354728	1.797845	-0.2342	3.674661	-3.640337	0
2154	0	0.369809	1.009604	1.467803	0.0646	-3.349354	0
2155	0	-0.002954	-0.890646	1.867509	3.713966	-3.293366	1
2156	0	1.106254	1.336147	1.547497	1.773273	-2.182607	1
2157	1	1.674934	1.085567	0.655033	1.531184	-0.069276	1
2158	1	1.085854	2.12443	1.220204	2.770141	-1.183501	0
2159	0	2.244246	0.893606	0.789067	2.614808	-2.296701	0
2160	0	2.295913	1.454838	1.352532	1.480332	0.475254	1
2161	1	0.488048	1.520811	1.309769	2.944284	0.418427	0
2162	0	1.295519	-1.853724	0.834933	2.652102	-1.783116	0
2163	0	1.644234	1.337888	1.851711	0.789034	-2.431656	0
2164	0	0.768515	1.286943	0.683921	1.805804	-3.120993	0
2165	1	1.324093	2.316525	2.29235	0.849087	-0.280455	0
2166	0	2.782945	-0.380412	0.517345	1.941544	-3.464276	0
2167	1	1.344182	1.467478	0.834878	1.264943	-1.894992	0
2168	1	1.28923	0.898261	1.550614	4.432689	-1.082679	1
2169	1	1.222912	2.04296	2.677182	3.415263	-2.647605	0
2170	1	0.880265	0.897851	0.571094	-1.246032	-0.319731	1
2171	0	1.640823	3.265169	2.812063	2.296461	-2.208074	0
2172	0	0.444163	1.835419	2.263549	2.213688	-1.677718	1
2173	0	-0.571344	1.5	0.941222	1.36648	-5.221467	1
2174	0	2.373783	1.751783	0.478746	1.020469	-1.38157	1
2175	0	0.506771	0.390024	1.579227	2.87799	-1.119726	0
2176	1	0.685172	0.917391	2.09773	1.807966	-1.788977	0
2177	1	0.885688	-0.202772	-0.318795	1.524049	-2.943702	1
2178	0	0.433997	-0.266503	1.293349	2.092029	-2.963603	1
2179	1	1.224663	0.415819	1.853156	1.079208	-2.391895	1
2180	0	1.440325	1.718891	1.241962	0.630311	-3.32037	0
2181	1	1.408622	0.710514	0.945916	3.16709	-1.953785	0
2182	1	0.931794	-0.581494	1.475484	0.758133	-1.297266	0
2183	0	0.366401	0.85881	-1.326952	3.22043	-2.15678	0
2184	1	0.805858	-0.084964	0.421	2.935351	-0.090744	1
2185	1	1.500562	0.852234	1.631776	1.901563	-3.567235	1
2186	1	1.200006	-0.546076	2.75797	1.663636	-3.229229	0
2187	1	1.188107	0.00521	1.696638	2.617478	-1.512185	0
2188	1	0.104564	0.728834	0.021474	0.110355	-2.314651	1
2189	0	1.723108	0.699465	1.545877	0.047376	-1.480935	0
2190	0	0.825626	1.28078	1.943081	1.677175	-2.324544	0
2191	0	1.596595	1.206647	-0.396896	2.957348	-2.569933	1
2192	1	1.20318	2.070177	1.437117	1.844469	-2.455736	1
2193	1	0.153683	0.386836	1.738681	2.931332	-1.078687	0
2194	0	1.19757	0.458986	1.43281	2.011182	-1.576469	1
2195	0	1.92061	0.935724	1.454895	0.940259	-0.876317	0
2196	1	0.057937	0.236745	0.40477	2.105701	-1.142308	0
2197	1	0.219606	0.675259	2.41411	3.261243	-0.499058	0
2198	1	1.012136	0.81936	0.107976	1.524492	-1.218128	1
2199	1	1.585171	0.552346	0.106688	0.891619	-1.232797	1
2200	0	0.796235	2.230028	1.351985	2.906986	-0.63644	1
2201	0	3.029216	-0.401235	0.872378	2.893535	-1.652584	0
2202	1	2.072413	0.037233	1.950416	0.217803	-1.61774	1
2203	0	0.237112	2.747149	1.823074	1.599324	-0.844168	0
2204	0	2.284117	0.91538	1.010066	0.956142	-2.510977	1
2205	0	-0.493485	1.984636	1.761533	2.437335	-0.777298	0
2206	1	0.689546	1.91776	3.272939	2.441433	-2.324376	0
2207	0	0.230104	0.36213	0.404544	2.504926	-2.640864	0
2208	0	0.063936	-0.514222	-0.573714	1.564481	-2.355061	1
2209	0	0.717367	0.593452	1.056846	1.795066	-0.386235	0
2210	0	1.227955	0.627044	0.404767	2.586134	-1.66269	0
2211	1	2.936674	0.76904	2.402111	3.147412	-0.683702	1
2212	0	-0.441389	-0.469985	0.56262	1.552178	-0.220188	0
2213	0	1.855402	0.490917	2.034196	2.669075	-0.729854	1
2214	0	0.519128	2.004632	1.724639	2.447564	-2.88734	0
2215	0	0.914865	-0.170804	0.735675	0.911209	-1.942402	0
2216	1	1.331752	1.965511	2.342548	3.025495	-3.6542	0
2217	1	1.720591	1.910911	0.979253	1.967143	-2.084618	1
2218	1	1.13534	-0.147222	-0.076121	3.192581	-2.542109	1
2219	0	2.061287	1.206037	1.481822	2.314913	-2.179033	0
2220	0	0.69858	0.404594	0.764245	3.842012	-2.722945	0
2221	1	1.018322	1.420846	2.063006	0.016473	-2.256781	0
2222	0	1.408387	1.942465	0.665452	2.926326	-0.762012	1
2223	1	0.031319	1.703935	2.064775	2.329104	-1.575618	0
2224	1	1.593364	1.979486	1.526374	2.699959	-1.420777	1
2225	0	3.363511	1.950297	1.709856	2.269777	-3.326783	1
2226	0	1.888083	-1.087242	1.420552	2.73704	-2.774374	1
2227	1	2.233594	0.731403	1.299356	1.888969	-1.177192	1
2228	0	0.617342	2.304428	1.900093	2.004178	-3.243321	0
2229	1	1.167407	1.163779	2.619019	2.421121	-0.754255	1
2230	1	1.258943	1.726511	1.532954	2.705899	-1.896462	1
2231	0	1.350517	0.733488	1.734744	2.076886	-1.584933	0
2232	0	0.698135	2.269705	1.732775	0.19724	-0.799659	1
2233	1	0.998343	1.165712	1.209643	2.101906	-3.03507	0
2234	1	1.618829	1.57876	0.742252	3.050931	-1.522672	0
2235	0	1.107089	2.483912	1.786718	2.630031	-3.115722	0
2236	0	2.945721	1.344361	1.022186	0.902869	-2.265951	0
2237	1	0.889988	2.066601	2.182284	0.81365	-1.445975	0
2238	0	1.212959	1.221573	1.754652	1.867114	-2.529215	1
2239	0	1.660596	1.197237	1.089904	1.242383	-2.762081	1
2240	1	0.25746	0.592682	1.127689	1.348141	-1.976105	1
2241	1	0.126495	1.285542	1.514787	1.421012	-2.990874	1
2242	0	1.613421	0.422361	1.670209	2.373753	-1.064655	0
2243	1	0.755474	3.451095	2.143377	2.597523	-2.435294	1
2244	1	2.446625	0.954922	1.112858	0.870362	-2.602266	1
2245	0	1.768681	1.463713	0.657499	0.080198	-1.063024	1
2246	0	2.140704	1.313514	2.197547	2.409316	-1.691754	0
2247	0	1.013189	0.522111	2.131309	1.867442	-1.777489	1
2248	0	1.266182	1.111077	1.146071	1.075319	-2.351806	1
2249	0	1.715982	2.957645	1.637558	2.666859	-3.074276	0
2250	0	0.572584	0.425311	2.813754	2.716486	-3.159781	1
2251	0	2.061324	2.617038	1.525749	1.78744	-2.093389	1
2252	1	0.038468	1.235468	0.531884	0.654678	-1.480126	1
2253	0	1.926022	1.443163	0.956918	1.557778	-1.120452	1
2254	1	0.60538	0.078281	2.683112	1.519079	-1.126537	1
2255	0	0.33888	0.567593	0.238277	3.662491	-2.440482	0
2256	0	1.243069	0.641475	1.774678	2.037359	-2.839355	1
2257	1	0.004528	1.62526	1.769869	1.597823	-0.726335	1
2258	1	0.309319	0.349824	1.136537	1.108307	-1.703805	1
2259	1	0.088606	0.707321	1.679852	2.705055	-1.169541	0
2260	0	0.175433	1.102279	1.884212	0.449865	-2.750531	1
2261	0	1.355954	-0.239144	1.337046	1.337658	-0.792414	0
2262	1	1.377283	2.021013	0.255608	-0.183001	-3.118981	1
2263	1	3.387911	0.997393	0.797175	1.932458	-2.445952	0
2264	0	1.573121	1.431375	2.521872	2.013059	-0.119055	1
2265	0	0.653211	-0.500006	-0.183667	0.822304	-2.577929	0
2266	1	1.078865	1.276189	3.064848	2.274328	-2.565605	1
2267	0	-0.813355	0.192928	0.469789	2.646526	-3.029967	1
2268	1	2.354408	0.909012	1.076377	2.526561	-3.224822	0
2269	0	1.386551	0.483414	1.764334	2.594864	-2.045591	0
2270	0	0.990156	-0.095861	1.799921	3.077127	-3.139459	0
2271	0	1.052495	0.979267	0.560689	2.263544	-2.473903	1
2272	0	0.780287	1.630121	0.66259	2.402995	-1.625753	0
2273	0	0.00182	0.807956	0.481343	3.019599	-2.717007	0
2274	1	1.64707	0.773415	1.944712	2.919183	-2.325474	1
2275	0	0.743586	1.065907	1.591451	1.931827	-2.404642	0
2276	0	0.320319	1.557443	2.408815	2.213207	-0.818189	1
2277	0	0.731376	0.395766	2.408154	2.262074	-1.269666	0
2278	0	0.885619	1.614265	0.656577	0.382399	-2.848367	1
2279	1	0.276473	1.193243	1.455809	0.993964	-3.436731	0
2280	0	0.445841	1.480591	0.80693	0.070612	-3.38373	1
2281	0	-0.190779	1.539207	0.289459	0.879715	-2.871248	0
2282	0	0.899041	2.232891	2.15415	1.169051	-1.188648	0
2283	0	1.702356	2.338617	2.524527	4.260822	-0.559121	1
2284	1	1.877873	0.943442	-0.572031	2.993221	-1.968018	0
2285	0	2.101303	0.818052	0.292314	-0.958102	-0.579133	0
2286	0	0.745809	1.409942	2.092782	2.014967	-2.171119	1
2287	0	0.583157	1.177222	1.237249	0.694472	-0.519546	0
2288	0	1.426503	2.365616	1.720191	1.858945	-2.146183	0
2289	0	1.481481	1.09966	-0.206352	3.532847	-1.613169	1
2290	1	0.586818	-0.462483	1.670951	1.873807	-1.325722	1
2291	1	2.430041	2.309539	2.285612	2.089148	-1.995523	0
2292	1	0.954422	2.115529	2.158118	2.331596	-1.25926	1
2293	1	-0.109454	0.667704	1.169337	2.193956	-2.011681	1
2294	1	0.717506	1.299703	0.244833	2.409848	-1.532964	0
2295	0	0.257184	1.439991	1.106705	1.900866	-2.181656	0
2296	1	0.54267	0.593858	1.384808	2.015408	-2.29253	0
2297	1	1.060213	2.092586	1.580509	3.607927	-0.013293	0
2298	1	0.616257	2.202381	1.823984	0.954586	-3.346467	1
2299	0	0.295873	1.115568	-0.01895	1.075562	-1.915662	1
2300	1	-0.985306	2.929768	1.725239	3.890343	-2.013333	1
2301	0	2.518035	2.531068	1.091656	2.131825	-4.589355	0
2302	1	0.92322	1.407322	-0.098875	1.82956	-2.10132	0
2303	0	0.5879	1.292784	1.856975	2.865399	-3.113899	0
2304	0	0.224346	1.762463	0.752941	1.883183	-1.154626	0
2305	1	2.361568	1.63501	0.924729	2.102133	-2.636536	0
2306	1	1.795166	1.172559	2.489912	2.253098	-1.044443	0
2307	0	0.9134	0.932326	1.203202	1.452435	-3.652649	0
2308	1	1.777036	1.451693	-0.282257	2.483964	-0.7695	0
2309	0	1.382209	0.82689	1.846742	3.392943	-1.87453	1
2310	1	0.863293	-0.962604	0.779389	2.855773	-1.646877	1
2311	0	0.705423	1.881917	1.498593	3.678003	-1.900442	1
2312	0	3.121561	3.533875	2.292977	1.616907	-0.711068	0
2313	1	1.271955	0.685643	1.874352	1.310187	-0.727392	0
2314	0	0.023142	1.085779	1.218643	1.625555	-2.017035	1
2315	0	0.805698	1.783046	2.570351	3.981793	-2.392559	1
2316	0	0.855912	1.855312	1.544885	1.413072	-2.824581	0
2317	0	0.654511	0.910478	1.764351	1.424059	-2.978222	0
2318	1	1.212563	0.474413	2.218057	2.168425	-2.070012	0
2319	0	2.252594	0.172137	0.627704	3.029974	-1.041075	1
2320	0	0.880947	2.111489	2.013728	2.000823	-0.402385	0
2321	0	0.054059	0.84245	0.795401	2.553248	-2.7263	0
2322	0	2.190189	0.273333	0.638853	2.422246	-1.268208	0
2323	1	0.044414	0.7111	2.25309	2.709653	-2.881934	0
2324	0	-0.707792	0.114088	1.182983	1.068027	-1.727362	0
2325	0	1.607894	1.129258	1.932526	0.719188	-1.202686	0
2326	0	1.178367	-0.00141	1.548113	0.982146	-1.890472	0
2327	1	-0.412372	0.914909	1.002413	1.143099	-2.39141	0
2328	0	-1.826609	-0.02734	0.650201	2.14686	-1.385903	0
2329	0	0.204537	2.497155	1.591578	2.866984	-2.993733	1
2330	1	0.690774	1.302871	2.207176	2.529936	-2.077514	0
2331	1	0.577489	-1.186889	1.068308	1.198255	-3.248947	0
2332	1	0.092342	0.42675	0.227636	2.427795	-3.728622	1
2333	1	0.204384	-0.186034	-0.092372	1.738237	-1.373891	0
2334	1	1.672567	2.021886	-0.324032	3.139402	-1.248354	1
2335	0	0.926128	1.405555	1.669115	1.240182	-1.860066	0
2336	1	-0.138824	-0.829691	0.289616	1.158599	-3.550457	0
2337	1	2.149485	2.496184	1.756155	2.219361	-2.597865	1
2338	0	0.295809	0.73022	1.174534	3.124143	-3.405253	0
2339	1	0.455445	1.497255	2.722602	2.176391	-3.111938	0
2340	1	1.200116	1.291744	1.045171	2.033869	-1.470638	1
2341	1	0.943717	1.185714	0.990178	1.728203	-1.297536	0
2342	0	0.376316	1.640401	1.228578	3.323261	-3.150445	0
2343	0	1.357117	1.239227	1.802823	3.363831	-2.113642	0
2344	1	1.182571	1.784755	0.153678	3.286713	-0.24729	0
2345	0	1.726874	1.085017	2.048129	3.382992	-4.719935	0
2346	0	1.108978	1.362415	1.089118	0.019229	-0.031517	0
2347	1	2.292072	1.904339	-0.823772	-0.112801	-2.248349	1
2348	0	1.685673	0.515858	0.524593	0.739409	-1.364801	1
2349	0	2.831763	1.353876	0.630657	3.024182	-2.895185	0
2350	1	1.233621	0.71151	1.118654	3.94486	-3.456892	0
2351	1	1.448125	0.720238	2.314427	0.291157	-2.143862	1
2352	0	0.595723	1.176273	1.370437	2.043974	-1.991419	1
2353	0	1.32616	1.468643	1.355175	2.148526	-2.063952	1
2354	0	2.164112	-0.681485	1.410917	2.698989	-1.930078	0
2355	1	0.658514	0.969429	1.651363	1.141745	-3.101159	0
2356	0	0.679127	0.628766	0.803295	1.549229	-0.318404	0
2357	1	1.59494	1.110244	1.372999	1.464943	-1.468053	1
2358	0	1.308926	1.64178	0.089199	1.766559	-2.536254	0
2359	0	0.082721	0.269432	0.942241	2.151074	-3.028483	0
2360	0	0.200478	1.471	-0.460281	2.038188	-1.249624	0
2361	1	0.284859	1.879677	1.450805	3.71251	-2.56212	0
