"month","day","carrier","origin","orstate","dest","deststate","depart","delay","duration","distance"
"5","5","F9","MSY","LA","ATL","GA",572,0,77,425
"5","5","F9","MSY","LA","DEN","CO",632,0,178,1062
"5","5","F9","MSY","LA","DEN","CO",639,0,173,1062
"5","5","F9","MSY","LA","DEN","CO",641,0,167,1062
"5","5","F9","MSY","LA","DEN","CO",656,0,168,1062
"5","5","F9","MSY","LA","MCO","FL",1269,0,110,551
"5","5","F9","MSY","LA","MCO","FL",1280,0,97,551
"5","5","F9","MSY","LA","PHL","PA",558,0,173,1089
"5","5","F9","MSY","LA","PHL","PA",571,0,168,1089
"5","5","F9","MSY","LA","RDU","NC",643,0,134,779
"5","5","MQ","MSY","LA","AUS","TX",418,0,87,444
"5","5","MQ","MSY","LA","AUS","TX",439,0,88,444
"5","5","MQ","MSY","LA","AUS","TX",441,0,84,444
"5","5","MQ","MSY","LA","AUS","TX",943,0,94,444
"5","5","MQ","MSY","LA","AUS","TX",960,0,86,444
"5","5","MQ","MSY","LA","DCA","VA",417,0,148,969
"5","5","MQ","MSY","LA","DCA","VA",419,0,159,969
"5","5","MQ","MSY","LA","DCA","VA",419,0,166,969
"5","5","MQ","MSY","LA","DCA","VA",420,0,159,969
"5","5","MQ","MSY","LA","MIA","FL",1061,0,111,675
"5","5","MQ","MSY","LA","MIA","FL",1073,0,103,675
"5","5","NK","MSY","LA","ATL","GA",869,0,86,425
"5","5","NK","MSY","LA","ATL","GA",873,0,91,425
"5","5","NK","MSY","LA","ATL","GA",874,0,80,425
"5","5","NK","MSY","LA","BWI","MD",887,0,138,998
"5","5","NK","MSY","LA","BWI","MD",894,0,146,998
"5","5","NK","MSY","LA","DFW","TX",1194,0,86,447
"5","5","NK","MSY","LA","DFW","TX",1316,0,100,447
"5","5","NK","MSY","LA","DFW","TX",1327,0,83,447
"5","5","NK","MSY","LA","DFW","TX",1332,0,91,447
"5","5","NK","MSY","LA","DTW","MI",493,0,149,926
"5","5","NK","MSY","LA","DTW","MI",496,0,145,926
"5","5","NK","MSY","LA","DTW","MI",499,0,142,926
"5","5","NK","MSY","LA","DTW","MI",512,0,149,926
"5","5","NK","MSY","LA","EWR","NJ",354,0,172,1167
"5","5","NK","MSY","LA","EWR","NJ",356,0,174,1167
"5","5","NK","MSY","LA","EWR","NJ",361,0,186,1167
"5","5","NK","MSY","LA","EWR","NJ",448,0,166,1167
"5","5","NK","MSY","LA","FLL","FL",296,0,107,674
"5","5","NK","MSY","LA","FLL","FL",384,0,108,674
"5","5","NK","MSY","LA","FLL","FL",385,0,99,674
"5","5","NK","MSY","LA","FLL","FL",387,0,125,674
"5","5","NK","MSY","LA","FLL","FL",1159,0,104,674
"5","5","NK","MSY","LA","IAH","TX",602,0,72,305
"5","5","NK","MSY","LA","IAH","TX",609,0,69,305
"5","5","NK","MSY","LA","LAS","NV",315,0,216,1500
"5","5","NK","MSY","LA","LAS","NV",474,0,206,1500
"5","5","NK","MSY","LA","LAS","NV",475,0,224,1500
"5","5","NK","MSY","LA","LAS","NV",476,0,226,1500
"5","5","NK","MSY","LA","LAS","NV",991,0,218,1500
"5","5","NK","MSY","LA","LAS","NV",1001,0,224,1500
"5","5","NK","MSY","LA","LAS","NV",1283,0,213,1500
"5","5","NK","MSY","LA","LAX","CA",892,0,234,1670
"5","5","NK","MSY","LA","LAX","CA",959,0,246,1670
"5","5","NK","MSY","LA","LAX","CA",970,0,249,1670
"5","5","NK","MSY","LA","MCO","FL",504,0,113,551
"5","5","NK","MSY","LA","MCO","FL",527,0,101,551
"5","5","NK","MSY","LA","MCO","FL",531,0,103,551
"5","5","NK","MSY","LA","MCO","FL",546,0,97,551
"5","5","NK","MSY","LA","MCO","FL",1084,0,108,551
"5","5","NK","MSY","LA","ORD","IL",571,0,145,836
"5","5","NK","MSY","LA","ORD","IL",943,0,147,836
"5","5","NK","MSY","LA","ORD","IL",944,0,146,836
"5","5","NK","MSY","LA","ORD","IL",945,0,145,836
"5","5","NK","MSY","LA","PHL","PA",383,0,172,1089
"5","5","NK","MSY","LA","PHL","PA",384,0,157,1089
"5","5","NK","MSY","LA","PHL","PA",385,0,155,1089
"5","5","NK","MSY","LA","PHL","PA",415,0,149,1089
"5","5","NK","MSY","LA","TPA","FL",1137,0,79,488
"5","5","NK","MSY","LA","TPA","FL",1197,0,88,488
"5","5","OH","MSY","LA","DCA","VA",1114,0,171,969
"5","5","UA","MSY","LA","DEN","CO",477,0,172,1062
"5","5","UA","MSY","LA","DEN","CO",480,0,159,1062
"5","5","UA","MSY","LA","DEN","CO",500,0,172,1062
"5","5","UA","MSY","LA","DEN","CO",963,0,167,1062
"5","5","UA","MSY","LA","DEN","CO",967,0,159,1062
"5","5","UA","MSY","LA","DEN","CO",967,0,163,1062
"5","5","UA","MSY","LA","DEN","CO",1063,0,169,1062
"5","5","UA","MSY","LA","DEN","CO",1068,0,169,1062
"5","5","UA","MSY","LA","DEN","CO",1070,0,171,1062
"5","5","UA","MSY","LA","EWR","NJ",351,0,180,1167
"5","5","UA","MSY","LA","EWR","NJ",352,0,189,1167
"5","5","UA","MSY","LA","EWR","NJ",354,0,166,1167
"5","5","UA","MSY","LA","EWR","NJ",473,0,177,1167
"5","5","UA","MSY","LA","EWR","NJ",476,0,174,1167
"5","5","UA","MSY","LA","EWR","NJ",478,0,173,1167
"5","5","UA","MSY","LA","EWR","NJ",596,0,179,1167
"5","5","UA","MSY","LA","EWR","NJ",616,0,171,1167
"5","5","UA","MSY","LA","IAD","VA",1066,0,147,955
"5","5","UA","MSY","LA","IAD","VA",1074,0,137,955
"5","5","UA","MSY","LA","IAD","VA",1088,0,133,955
"5","5","UA","MSY","LA","IAH","TX",428,0,73,305
"5","5","UA","MSY","LA","IAH","TX",430,0,70,305
"5","5","UA","MSY","LA","IAH","TX",432,0,71,305
"5","5","UA","MSY","LA","IAH","TX",433,0,67,305
"5","5","UA","MSY","LA","IAH","TX",566,0,66,305
"5","5","UA","MSY","LA","IAH","TX",582,0,64,305
"5","5","UA","MSY","LA","IAH","TX",582,0,68,305
"5","5","UA","MSY","LA","IAH","TX",585,0,72,305
"5","5","UA","MSY","LA","IAH","TX",722,0,74,305
"5","5","UA","MSY","LA","IAH","TX",728,0,64,305
"5","5","UA","MSY","LA","IAH","TX",728,0,70,305
"5","5","UA","MSY","LA","IAH","TX",735,0,69,305
"5","5","UA","MSY","LA","IAH","TX",837,0,75,305
"5","5","UA","MSY","LA","IAH","TX",838,0,72,305
"5","5","UA","MSY","LA","IAH","TX",839,0,63,305
"5","5","UA","MSY","LA","IAH","TX",896,0,68,305
"5","5","UA","MSY","LA","IAH","TX",897,0,69,305
"5","5","UA","MSY","LA","IAH","TX",900,0,69,305
"5","5","UA","MSY","LA","IAH","TX",900,0,69,305
"5","5","UA","MSY","LA","IAH","TX",1022,0,80,305
"5","5","UA","MSY","LA","IAH","TX",1022,0,96,305
"5","5","UA","MSY","LA","IAH","TX",1035,0,65,305
"5","5","UA","MSY","LA","IAH","TX",1102,0,73,305
"5","5","UA","MSY","LA","IAH","TX",1119,0,77,305
"5","5","UA","MSY","LA","IAH","TX",1125,0,68,305
"5","5","UA","MSY","LA","ORD","IL",400,0,159,836
"5","5","UA","MSY","LA","ORD","IL",854,0,139,836
"5","5","UA","MSY","LA","ORD","IL",857,0,133,836
"5","5","UA","MSY","LA","ORD","IL",857,0,152,836
"5","5","UA","MSY","LA","ORD","IL",857,0,155,836
"5","5","UA","MSY","LA","ORD","IL",1063,0,140,836
"5","5","UA","MSY","LA","ORD","IL",1072,0,152,836
"5","5","UA","MSY","LA","ORD","IL",1073,0,140,836
"5","5","UA","MSY","LA","ORD","IL",1074,0,143,836
"5","5","UA","MSY","LA","SFO","CA",401,0,263,1911
"5","5","UA","MSY","LA","SFO","CA",406,0,274,1911
"5","5","UA","MSY","LA","SFO","CA",407,0,277,1911
"5","5","WN","MSY","LA","ATL","GA",310,0,83,425
"5","5","WN","MSY","LA","ATL","GA",315,0,81,425
"5","5","WN","MSY","LA","ATL","GA",316,0,74,425
"5","5","WN","MSY","LA","ATL","GA",318,0,83,425
"5","5","WN","MSY","LA","ATL","GA",1028,0,79,425
"5","5","WN","MSY","LA","ATL","GA",1033,0,81,425
"5","5","WN","MSY","LA","ATL","GA",1034,0,79,425
"5","5","WN","MSY","LA","AUS","TX",306,0,84,444
"5","5","WN","MSY","LA","AUS","TX",306,0,89,444
"5","5","WN","MSY","LA","AUS","TX",307,0,78,444
"5","5","WN","MSY","LA","AUS","TX",309,0,88,444
"5","5","WN","MSY","LA","AUS","TX",589,0,90,444
"5","5","WN","MSY","LA","AUS","TX",596,0,85,444
"5","5","WN","MSY","LA","AUS","TX",597,0,78,444
"5","5","WN","MSY","LA","AUS","TX",883,0,88,444
"5","5","WN","MSY","LA","AUS","TX",889,0,96,444
"5","5","WN","MSY","LA","AUS","TX",894,0,80,444
"5","5","WN","MSY","LA","BNA","TN",474,0,83,471
"5","5","WN","MSY","LA","BNA","TN",476,0,86,471
"5","5","WN","MSY","LA","BNA","TN",476,0,92,471
"5","5","WN","MSY","LA","BNA","TN",482,0,96,471
"5","5","WN","MSY","LA","BNA","TN",659,0,85,471
"5","5","WN","MSY","LA","BNA","TN",661,0,84,471
"5","5","WN","MSY","LA","BNA","TN",667,0,85,471
"5","5","WN","MSY","LA","BNA","TN",1020,0,91,471
"5","5","WN","MSY","LA","BNA","TN",1029,0,87,471
"5","5","WN","MSY","LA","BNA","TN",1036,0,78,471
"5","5","WN","MSY","LA","BWI","MD",346,0,154,998
"5","5","WN","MSY","LA","BWI","MD",348,0,143,998
"5","5","WN","MSY","LA","BWI","MD",349,0,141,998
"5","5","WN","MSY","LA","BWI","MD",927,0,150,998
"5","5","WN","MSY","LA","DAL","TX",359,0,88,436
"5","5","WN","MSY","LA","DAL","TX",360,0,78,436
"5","5","WN","MSY","LA","DAL","TX",364,0,77,436
"5","5","WN","MSY","LA","DAL","TX",371,0,76,436
"5","5","WN","MSY","LA","DAL","TX",438,0,79,436
"5","5","WN","MSY","LA","DAL","TX",439,0,87,436
"5","5","WN","MSY","LA","DAL","TX",440,0,76,436
"5","5","WN","MSY","LA","DAL","TX",451,0,79,436
"5","5","WN","MSY","LA","DAL","TX",617,0,78,436
"5","5","WN","MSY","LA","DAL","TX",621,0,76,436
"5","5","WN","MSY","LA","DAL","TX",621,0,77,436
"5","5","WN","MSY","LA","DAL","TX",627,0,90,436
"5","5","WN","MSY","LA","DAL","TX",882,0,92,436
"5","5","WN","MSY","LA","DAL","TX",890,0,84,436
"5","5","WN","MSY","LA","DAL","TX",896,0,82,436
"5","5","WN","MSY","LA","DAL","TX",1126,0,78,436
"5","5","WN","MSY","LA","DAL","TX",1137,0,79,436
"5","5","WN","MSY","LA","DAL","TX",1285,0,78,436
"5","5","WN","MSY","LA","DCA","VA",709,0,133,969
"5","5","WN","MSY","LA","DCA","VA",717,0,147,969
"5","5","WN","MSY","LA","DCA","VA",736,0,127,969
"5","5","WN","MSY","LA","DCA","VA",1013,0,139,969
"5","5","WN","MSY","LA","DCA","VA",1013,0,150,969
"5","5","WN","MSY","LA","DCA","VA",1019,0,142,969
"5","5","WN","MSY","LA","DCA","VA",1024,0,138,969
"5","5","WN","MSY","LA","DEN","CO",321,0,161,1062
"5","5","WN","MSY","LA","DEN","CO",326,0,168,1062
"5","5","WN","MSY","LA","DEN","CO",330,0,156,1062
"5","5","WN","MSY","LA","DEN","CO",333,0,159,1062
"5","5","WN","MSY","LA","DEN","CO",817,0,153,1062
"5","5","WN","MSY","LA","DEN","CO",817,0,166,1062
"5","5","WN","MSY","LA","DEN","CO",1153,0,166,1062
"5","5","WN","MSY","LA","FLL","FL",428,0,104,674
"5","5","WN","MSY","LA","FLL","FL",430,0,101,674
"5","5","WN","MSY","LA","FLL","FL",431,0,113,674
"5","5","WN","MSY","LA","FLL","FL",1200,0,108,674
"5","5","WN","MSY","LA","HOU","TX",323,0,65,302
"5","5","WN","MSY","LA","HOU","TX",323,0,70,302
"5","5","WN","MSY","LA","HOU","TX",324,0,77,302
"5","5","WN","MSY","LA","HOU","TX",324,0,81,302
"5","5","WN","MSY","LA","HOU","TX",536,0,69,302
"5","5","WN","MSY","LA","HOU","TX",540,0,64,302
"5","5","WN","MSY","LA","HOU","TX",551,0,62,302
"5","5","WN","MSY","LA","HOU","TX",807,0,61,302
"5","5","WN","MSY","LA","HOU","TX",809,0,67,302
"5","5","WN","MSY","LA","HOU","TX",811,0,68,302
"5","5","WN","MSY","LA","HOU","TX",1178,0,68,302
"5","5","WN","MSY","LA","HOU","TX",1182,0,64,302
"5","5","WN","MSY","LA","HOU","TX",1376,0,66,302
"5","5","WN","MSY","LA","HOU","TX",1388,0,61,302
"5","5","WN","MSY","LA","IAH","TX",412,0,63,305
"5","5","WN","MSY","LA","IAH","TX",414,0,66,305
"5","5","WN","MSY","LA","IAH","TX",414,0,73,305
"5","5","WN","MSY","LA","IAH","TX",420,0,77,305
"5","5","WN","MSY","LA","IAH","TX",660,0,73,305
"5","5","WN","MSY","LA","IAH","TX",661,0,61,305
"5","5","WN","MSY","LA","IAH","TX",667,0,65,305
"5","5","WN","MSY","LA","IAH","TX",679,0,68,305
"5","5","WN","MSY","LA","IAH","TX",1053,0,70,305
"5","5","WN","MSY","LA","IAH","TX",1060,0,71,305
"5","5","WN","MSY","LA","IAH","TX",1070,0,72,305
"5","5","WN","MSY","LA","LAS","NV",823,0,216,1500
"5","5","WN","MSY","LA","LAS","NV",828,0,206,1500
"5","5","WN","MSY","LA","LAS","NV",828,0,214,1500
"5","5","WN","MSY","LA","LAX","CA",922,0,231,1670
"5","5","WN","MSY","LA","LAX","CA",936,0,243,1670
"5","5","WN","MSY","LA","LGA","NY",691,0,161,1183
"5","5","WN","MSY","LA","MCI","MO",664,0,108,689
"5","5","WN","MSY","LA","MCI","MO",667,0,114,689
"5","5","WN","MSY","LA","MCI","MO",670,0,104,689
"5","5","WN","MSY","LA","MCI","MO",691,0,98,689
"5","5","WN","MSY","LA","MCO","FL",364,0,99,551
"5","5","WN","MSY","LA","MCO","FL",364,0,101,551
"5","5","WN","MSY","LA","MCO","FL",365,0,98,551
"5","5","WN","MSY","LA","MCO","FL",383,0,97,551
"5","5","WN","MSY","LA","MCO","FL",614,0,105,551
"5","5","WN","MSY","LA","MCO","FL",626,0,94,551
"5","5","WN","MSY","LA","MCO","FL",635,0,95,551
"5","5","WN","MSY","LA","MDW","IL",349,0,136,825
"5","5","WN","MSY","LA","MDW","IL",354,0,124,825
"5","5","WN","MSY","LA","MDW","IL",355,0,127,825
"5","5","WN","MSY","LA","MIA","FL",893,0,115,675
"5","5","WN","MSY","LA","MIA","FL",894,0,100,675
"5","5","WN","MSY","LA","MIA","FL",896,0,109,675
"5","5","WN","MSY","LA","PHX","AZ",439,0,188,1300
"5","5","WN","MSY","LA","PHX","AZ",440,0,196,1300
"5","5","WN","MSY","LA","PHX","AZ",444,0,191,1300
"5","5","WN","MSY","LA","PHX","AZ",445,0,194,1300
"5","5","WN","MSY","LA","SAT","TX",806,0,84,494
"5","5","WN","MSY","LA","SAT","TX",812,0,86,494
"5","5","WN","MSY","LA","STL","MO",506,0,100,604
"5","5","WN","MSY","LA","STL","MO",506,0,111,604
"5","5","WN","MSY","LA","STL","MO",507,0,99,604
"5","5","WN","MSY","LA","STL","MO",1064,0,99,604
"5","5","WN","MSY","LA","STL","MO",1066,0,110,604
"5","5","WN","MSY","LA","TPA","FL",480,0,84,488
"5","5","WN","MSY","LA","TPA","FL",487,0,86,488
"5","5","WN","MSY","LA","TPA","FL",489,0,92,488
"5","5","WN","MSY","LA","TPA","FL",1216,0,86,488
"5","5","YV","MSY","LA","IAD","VA",715,0,151,955
"5","5","YV","MSY","LA","IAD","VA",717,0,147,955
"5","5","YV","MSY","LA","IAH","TX",1154,0,79,305
"5","5","YX","MSY","LA","DCA","VA",670,0,160,969
"5","5","YX","MSY","LA","DCA","VA",672,0,161,969
"5","5","YX","MSY","LA","DCA","VA",682,0,132,969
"5","6","AA","MSY","LA","CLT","NC",415,0,118,651
"5","6","AA","MSY","LA","CLT","NC",416,0,116,651
"5","6","AA","MSY","LA","CLT","NC",416,0,118,651
"5","6","AA","MSY","LA","CLT","NC",422,0,114,651
"5","6","AA","MSY","LA","CLT","NC",543,0,112,651
"5","6","AA","MSY","LA","CLT","NC",545,0,116,651
"5","6","AA","MSY","LA","CLT","NC",546,0,117,651
"5","6","AA","MSY","LA","CLT","NC",640,0,117,651
"5","6","AA","MSY","LA","CLT","NC",641,0,106,651
"5","6","AA","MSY","LA","CLT","NC",644,0,113,651
"5","6","AA","MSY","LA","CLT","NC",645,0,108,651
"5","6","AA","MSY","LA","CLT","NC",941,0,119,651
"5","6","AA","MSY","LA","CLT","NC",943,0,123,651
"5","6","AA","MSY","LA","CLT","NC",950,0,115,651
"5","6","AA","MSY","LA","DCA","VA",778,0,147,969
"5","6","AA","MSY","LA","DCA","VA",780,0,160,969
"5","6","AA","MSY","LA","DCA","VA",781,0,135,969
"5","6","AA","MSY","LA","DCA","VA",781,0,141,969
"5","6","AA","MSY","LA","DFW","TX",349,0,104,447
"5","6","AA","MSY","LA","DFW","TX",353,0,101,447
"5","6","AA","MSY","LA","DFW","TX",354,0,109,447
"5","6","AA","MSY","LA","DFW","TX",375,0,90,447
"5","6","AA","MSY","LA","DFW","TX",474,0,111,447
"5","6","AA","MSY","LA","DFW","TX",476,0,111,447
"5","6","AA","MSY","LA","DFW","TX",483,0,102,447
"5","6","AA","MSY","LA","DFW","TX",484,0,104,447
"5","6","AA","MSY","LA","DFW","TX",645,0,108,447
"5","6","AA","MSY","LA","DFW","TX",646,0,100,447
"5","6","AA","MSY","LA","DFW","TX",650,0,91,447
"5","6","AA","MSY","LA","DFW","TX",666,0,94,447
"5","6","AA","MSY","LA","DFW","TX",942,0,105,447
"5","6","AA","MSY","LA","DFW","TX",949,0,119,447
"5","6","AA","MSY","LA","DFW","TX",950,0,108,447
"5","6","AA","MSY","LA","DFW","TX",961,0,91,447
"5","6","AA","MSY","LA","DFW","TX",1078,0,106,447
"5","6","AA","MSY","LA","DFW","TX",1079,0,104,447
"5","6","AA","MSY","LA","DFW","TX",1082,0,112,447
"5","6","AA","MSY","LA","MIA","FL",353,0,121,675
"5","6","AA","MSY","LA","MIA","FL",354,0,129,675
"5","6","AA","MSY","LA","MIA","FL",355,0,113,675
"5","6","AA","MSY","LA","MIA","FL",474,0,109,675
"5","6","AA","MSY","LA","MIA","FL",476,0,120,675
"5","6","AA","MSY","LA","MIA","FL",477,0,105,675
"5","6","AA","MSY","LA","MIA","FL",478,0,122,675
"5","6","AA","MSY","LA","MIA","FL",660,0,121,675
"5","6","AA","MSY","LA","MIA","FL",661,0,119,675
"5","6","AA","MSY","LA","MIA","FL",662,0,110,675
"5","6","AA","MSY","LA","MIA","FL",957,0,103,675
"5","6","AA","MSY","LA","MIA","FL",959,0,134,675
"5","6","AA","MSY","LA","MIA","FL",971,0,105,675
"5","6","AA","MSY","LA","MIA","FL",984,0,107,675
"5","6","AA","MSY","LA","ORD","IL",994,0,145,836
"5","6","AA","MSY","LA","ORD","IL",1001,0,146,836
"5","6","AA","MSY","LA","PHL","PA",649,0,180,1089
"5","6","AA","MSY","LA","PHL","PA",665,0,158,1089
"5","6","AA","MSY","LA","PHL","PA",999,0,168,1089
"5","6","AA","MSY","LA","PHL","PA",1027,0,158,1089
"5","6","AS","MSY","LA","SEA","WA",1095,0,314,2086
"5","6","AS","MSY","LA","SEA","WA",1122,0,294,2086
"5","6","B6","MSY","LA","BOS","MA",787,0,190,1368
"5","6","B6","MSY","LA","FLL","FL",353,0,107,674
"5","6","B6","MSY","LA","FLL","FL",353,0,114,674
"5","6","B6","MSY","LA","FLL","FL",366,0,105,674
"5","6","B6","MSY","LA","JFK","NY",418,0,178,1182
"5","6","B6","MSY","LA","JFK","NY",434,0,171,1182
"5","6","B6","MSY","LA","JFK","NY",435,0,181,1182
"5","6","B6","MSY","LA","JFK","NY",453,0,162,1182
"5","6","B6","MSY","LA","JFK","NY",592,0,173,1182
"5","6","B6","MSY","LA","JFK","NY",600,0,177,1182
"5","6","B6","MSY","LA","JFK","NY",1076,0,180,1182
"5","6","B6","MSY","LA","JFK","NY",1092,0,193,1182
"5","6","B6","MSY","LA","LGA","NY",716,0,190,1183
"5","6","DL","MSY","LA","ATL","GA",324,0,82,425
"5","6","DL","MSY","LA","ATL","GA",326,0,84,425
"5","6","DL","MSY","LA","ATL","GA",328,0,86,425
"5","6","DL","MSY","LA","ATL","GA",335,0,83,425
"5","6","DL","MSY","LA","ATL","GA",383,0,84,425
"5","6","DL","MSY","LA","ATL","GA",383,0,96,425
"5","6","DL","MSY","LA","ATL","GA",385,0,108,425
"5","6","DL","MSY","LA","ATL","GA",390,0,76,425
"5","6","DL","MSY","LA","ATL","GA",463,0,89,425
"5","6","DL","MSY","LA","ATL","GA",468,0,80,425
"5","6","DL","MSY","LA","ATL","GA",538,0,81,425
"5","6","DL","MSY","LA","ATL","GA",539,0,78,425
"5","6","DL","MSY","LA","ATL","GA",550,0,82,425
"5","6","DL","MSY","LA","ATL","GA",689,0,80,425
"5","6","DL","MSY","LA","ATL","GA",691,0,76,425
"5","6","DL","MSY","LA","ATL","GA",701,0,92,425
"5","6","DL","MSY","LA","ATL","GA",850,0,80,425
"5","6","DL","MSY","LA","ATL","GA",1032,0,79,425
"5","6","DL","MSY","LA","ATL","GA",1040,0,81,425
"5","6","DL","MSY","LA","ATL","GA",1042,0,84,425
"5","6","DL","MSY","LA","BOS","MA",810,0,195,1368
"5","6","DL","MSY","LA","BOS","MA",813,0,193,1368
"5","6","DL","MSY","LA","BOS","MA",837,0,185,1368
"5","6","DL","MSY","LA","DTW","MI",670,0,142,926
"5","6","DL","MSY","LA","DTW","MI",673,0,151,926
"5","6","DL","MSY","LA","DTW","MI",676,0,147,926
"5","6","DL","MSY","LA","DTW","MI",1094,0,150,926
"5","6","DL","MSY","LA","DTW","MI",1098,0,140,926
"5","6","DL","MSY","LA","DTW","MI",1108,0,139,926
"5","6","DL","MSY","LA","DTW","MI",1122,0,135,926
"5","6","DL","MSY","LA","JFK","NY",684,0,183,1182
"5","6","DL","MSY","LA","JFK","NY",685,0,195,1182
"5","6","DL","MSY","LA","JFK","NY",691,0,174,1182
"5","6","DL","MSY","LA","JFK","NY",698,0,175,1182
"5","6","DL","MSY","LA","JFK","NY",1136,0,183,1182
"5","6","DL","MSY","LA","LAX","CA",364,0,244,1670
"5","6","DL","MSY","LA","LAX","CA",364,0,256,1670
"5","6","DL","MSY","LA","LAX","CA",367,0,234,1670
"5","6","DL","MSY","LA","LGA","NY",511,0,165,1183
"5","6","DL","MSY","LA","LGA","NY",512,0,161,1183
"5","6","DL","MSY","LA","LGA","NY",515,0,161,1183
"5","6","DL","MSY","LA","LGA","NY",789,0,166,1183
"5","6","DL","MSY","LA","LGA","NY",790,0,164,1183
"5","6","DL","MSY","LA","MSP","MN",1025,0,161,1039
"5","6","DL","MSY","LA","MSP","MN",1030,0,161,1039
"5","6","DL","MSY","LA","MSP","MN",1054,0,152,1039
"5","6","DL","MSY","LA","SLC","UT",1083,0,207,1428
"5","6","DL","MSY","LA","SLC","UT",1086,0,207,1428
"5","6","F9","MSY","LA","PHL","PA",528,0,176,1089
"5","6","F9","MSY","LA","PHL","PA",551,0,163,1089
"5","6","F9","MSY","LA","PHL","PA",558,0,160,1089
"5","6","F9","MSY","LA","PHL","PA",567,0,172,1089
"5","6","MQ","MSY","LA","AUS","TX",499,0,85,444
"5","6","MQ","MSY","LA","AUS","TX",581,0,90,444
"5","6","MQ","MSY","LA","AUS","TX",583,0,92,444
"5","6","MQ","MSY","LA","AUS","TX",583,0,94,444
"5","6","MQ","MSY","LA","MIA","FL",1054,0,108,675
"5","6","MQ","MSY","LA","MIA","FL",1060,0,113,675
"5","6","MQ","MSY","LA","MIA","FL",1060,0,116,675
"5","6","NK","MSY","LA","ATL","GA",475,0,98,425
"5","6","NK","MSY","LA","ATL","GA",477,0,89,425
"5","6","NK","MSY","LA","ATL","GA",840,0,89,425
"5","6","NK","MSY","LA","ATL","GA",870,0,95,425
"5","6","NK","MSY","LA","ATL","GA",873,0,81,425
"5","6","NK","MSY","LA","ATL","GA",875,0,94,425
"5","6","NK","MSY","LA","BWI","MD",888,0,153,998
"5","6","NK","MSY","LA","BWI","MD",893,0,159,998
"5","6","NK","MSY","LA","BWI","MD",898,0,143,998
"5","6","NK","MSY","LA","DTW","MI",497,0,143,926
"5","6","NK","MSY","LA","DTW","MI",499,0,146,926
"5","6","NK","MSY","LA","DTW","MI",520,0,141,926
"5","6","NK","MSY","LA","EWR","NJ",355,0,170,1167
"5","6","NK","MSY","LA","EWR","NJ",356,0,180,1167
"5","6","NK","MSY","LA","EWR","NJ",358,0,175,1167
"5","6","NK","MSY","LA","EWR","NJ",447,0,176,1167
"5","6","NK","MSY","LA","FLL","FL",285,0,130,674
"5","6","NK","MSY","LA","FLL","FL",375,0,107,674
"5","6","NK","MSY","LA","IAH","TX",596,0,68,305
"5","6","NK","MSY","LA","IAH","TX",599,0,77,305
"5","6","NK","MSY","LA","IAH","TX",600,0,86,305
"5","6","NK","MSY","LA","IAH","TX",613,0,74,305
"5","6","NK","MSY","LA","LAS","NV",357,0,223,1500
"5","6","NK","MSY","LA","LAS","NV",358,0,220,1500
"5","6","NK","MSY","LA","LAS","NV",364,0,217,1500
"5","6","NK","MSY","LA","LAS","NV",984,0,221,1500
"5","6","NK","MSY","LA","LAS","NV",1291,0,219,1500
"5","6","NK","MSY","LA","LAX","CA",888,0,233,1670
"5","6","NK","MSY","LA","LAX","CA",947,0,242,1670
"5","6","NK","MSY","LA","LAX","CA",963,0,238,1670
"5","6","NK","MSY","LA","MCO","FL",509,0,96,551
"5","6","NK","MSY","LA","MCO","FL",519,0,107,551
"5","6","NK","MSY","LA","MCO","FL",526,0,89,551
"5","6","NK","MSY","LA","MCO","FL",526,0,102,551
"5","6","NK","MSY","LA","MCO","FL",1077,0,102,551
"5","6","NK","MSY","LA","MCO","FL",1165,0,99,551
"5","6","NK","MSY","LA","ORD","IL",599,0,133,836
"5","6","NK","MSY","LA","PHL","PA",382,0,169,1089
"5","6","NK","MSY","LA","PHL","PA",388,0,159,1089
"5","6","NK","MSY","LA","PHL","PA",388,0,159,1089
"5","6","NK","MSY","LA","PHL","PA",417,0,152,1089
"5","6","OH","MSY","LA","DCA","VA",415,0,144,969
"5","6","OH","MSY","LA","DCA","VA",416,0,157,969
"5","6","OH","MSY","LA","DCA","VA",417,0,145,969
"5","6","OH","MSY","LA","DCA","VA",425,0,151,969
"5","6","OH","MSY","LA","DCA","VA",1070,0,147,969
"5","6","OH","MSY","LA","DCA","VA",1080,0,139,969
"5","6","UA","MSY","LA","DEN","CO",477,0,180,1062
"5","6","UA","MSY","LA","DEN","CO",480,0,165,1062
"5","6","UA","MSY","LA","DEN","CO",482,0,164,1062
"5","6","UA","MSY","LA","DEN","CO",483,0,171,1062
"5","6","UA","MSY","LA","DEN","CO",966,0,166,1062
"5","6","UA","MSY","LA","DEN","CO",968,0,174,1062
"5","6","UA","MSY","LA","DEN","CO",992,0,158,1062
"5","6","UA","MSY","LA","DEN","CO",1058,0,162,1062
"5","6","UA","MSY","LA","DEN","CO",1067,0,175,1062
"5","6","UA","MSY","LA","DEN","CO",1067,0,184,1062
"5","6","UA","MSY","LA","EWR","NJ",349,0,191,1167
"5","6","UA","MSY","LA","EWR","NJ",355,0,182,1167
"5","6","UA","MSY","LA","EWR","NJ",355,0,188,1167
"5","6","UA","MSY","LA","EWR","NJ",475,0,178,1167
